Rk,Gtm,Date,,Opp,Rslt,IP,H,R,ER,UER,BB,SO,HR,HBP,ERA,BF,Pit,Str,IR,IS,SB,CS,AB,2B,3B,IBB,SH,SF,ROE,GDP,number,Umpire,Pitchers-Used-Rest-GameScore-Dec
88,88,Jul 3,,LAA,W5-0,9.0,5,0,0,0,1,4,0,0,4.36,30,92,68,,,0,0,29,0,0,0,0,0,0,3,1,Mike Muchlinski,J.Estes (6-80-W)
89,89,Jul 4,,LAA,W5-0,9.0,4,0,0,0,2,11,0,3,4.31,36,150,92,0,0,2,0,31,0,0,0,0,0,0,0,5,Edwin Jimenez,J.Sears (5-68-W) O.Bido (4-H) A.Adams (3) L.Erceg (1) T.Ferguson (1)
90,90,Jul 5,,BAL,L2-3,9.0,8,3,2,1,4,5,0,0,4.29,39,158,97,0,0,1,0,35,4,0,1,0,0,1,1,5,Brennan Miller,H.Harris (5-48-L) T.Ferguson (0) T.McFarland (4) A.Adams (0) S.Alexander (2)
91,91,Jul 6,,BAL,W19-8,9.0,16,8,8,0,5,8,2,0,4.33,46,186,126,2,0,0,0,40,2,0,0,0,1,0,2,3,Brian O'Nora,L.Medina (5-51-W) J.O'Loughlin (27) T.McFarland (0)
92,92,Jul 7,,BAL,L3-6,9.0,8,6,5,1,3,7,2,0,4.34,39,148,92,1,0,1,0,36,0,1,0,0,0,1,0,4,Mark Ripperger,M.Spence (4-44-L) S.Alexander (1) L.Erceg (2) O.Bido (2)
93,93,Jul 9,@,BOS,L9-12,8.0,13,12,12,0,5,10,2,3,4.43,45,181,116,4,2,0,0,35,4,1,0,0,2,0,0,5,Ben May,J.Estes (5-9-L) T.Ferguson (3) M.Otañez (28) S.Alexander (1) A.Adams (3)
94,94,Jul 10,@,BOS,W5-2,9.0,8,2,2,0,3,12,1,0,4.40,38,163,102,3,1,1,0,35,1,0,0,0,0,1,0,5,CB Bucknor,J.Sears (5-63-W) A.Adams (0-H) T.McFarland (3-H) L.Erceg (2-H) M.Miller (7-Sv)
95,95,Jul 11,@,BOS,L0-7,8.0,10,7,7,0,2,13,3,0,4.43,34,142,93,1,1,0,1,32,2,0,0,0,0,0,1,3,Adam Beck,L.Medina (4-34-L) K.Muller (47) M.Otañez (1)
96,96,Jul 12,@,PHI,W6-2,9.0,6,2,2,0,7,6,0,0,4.41,36,168,101,1,0,1,1,29,1,0,0,0,0,0,1,6,David Rackley,H.Harris (6-39) O.Bido (4-W) S.Alexander (2-H) T.McFarland (1) L.Erceg (1) M.Miller (1)
97,97,Jul 13,@,PHI,L5-11,8.0,9,11,11,0,9,12,4,1,4.48,43,169,92,4,3,1,0,33,3,0,1,0,0,0,0,6,Nate Tomlinson,M.Spence (5-28-L) T.Ferguson (3) S.Alexander (0) A.Adams (2) M.Otañez (1) T.McFarland (0)
