Rk,Gtm,Date,,Opp,Rslt,IP,H,R,ER,UER,BB,SO,HR,HBP,ERA,BF,Pit,Str,IR,IS,SB,CS,AB,2B,3B,IBB,SH,SF,ROE,GDP,number,Umpire,Pitchers-Used-Rest-GameScore-Dec
81,81,Jun 26,,SEA,L2-5,9.0,5,5,5,0,4,13,1,0,4.35,36,172,112,1,1,1,0,31,1,0,0,1,0,0,0,5,Brian Knight,R.Pepiot (4-68) S.Armstrong (5-BL) K.Kelly (2) J.Adam (2) C.Poche (1)
82,82,Jun 28,,WSN,W3-1,9.0,5,1,0,1,2,9,0,2,4.30,35,140,97,0,0,2,1,31,2,0,0,0,0,0,0,4,Tony Randazzo,Z.Eflin (5-69-W) K.Kelly (1-H) J.Adam (1-H) P.Fairbanks (3-Sv)
83,83,Jun 29,,WSN,L1-8,9.0,13,8,8,0,4,4,1,0,4.34,42,155,97,3,0,0,0,38,2,1,0,0,0,0,2,4,Jeremy Riggs,A.Civale (5-47-L) K.Kelly (0) S.Armstrong (2) E.Uceta (3)
84,84,Jun 30,,WSN,W5-0,9.0,3,0,0,0,3,16,0,1,4.29,34,149,98,2,0,1,0,30,0,0,0,0,0,0,0,5,Dan Bellino,T.Bradley (5-72-W) C.Poche (3-H) J.Adam (1) G.Cleavinger (4) P.Maton (4)
85,85,Jul 2,@,KCR,W5-1,9.0,6,1,1,0,0,6,1,0,4.25,32,118,84,0,0,0,0,32,1,0,0,0,0,0,0,5,Ramon De Jesus,Z.Littell (6-63-W) K.Kelly (2-H) C.Poche (1-H) J.Adam (1-H) P.Fairbanks (3)
86,86,Jul 3,@,KCR,L2-4,8.0,7,4,4,0,5,4,0,0,4.25,35,154,96,0,0,0,0,30,1,0,0,0,0,0,1,4,Jeremy Riggs,R.Pepiot (6-43-L) E.Uceta (3) S.Armstrong (3) P.Maton (2)
87,87,Jul 4,@,KCR,W10-8,9.0,10,8,6,2,1,4,2,1,4.27,39,141,96,3,2,0,1,36,4,0,0,0,1,1,0,5,Adrian Johnson,Z.Eflin (5-33-W) G.Cleavinger (3) J.Adam (1-H) K.Kelly (1-H) P.Fairbanks (1-Sv)
88,88,Jul 5,@,TEX,L0-3,8.0,10,3,3,0,2,7,0,0,4.26,34,124,79,0,0,0,2,32,2,0,0,0,0,0,0,3,David Arrieta,S.Baz (99-51-L) P.Maton (1) S.Armstrong (1)
89,89,Jul 6,@,TEX,L3-4,8.0,8,4,3,1,3,9,1,0,4.26,33,117,69,0,0,0,1,30,0,0,0,0,0,0,1,3,Andy Fletcher,T.Bradley (5-59) K.Kelly (1-BL) P.Maton (0)
90,90,Jul 7,@,TEX,L2-13,8.0,19,13,13,0,3,10,3,0,4.36,45,174,108,0,0,0,0,42,3,0,0,0,0,0,1,5,Junior Valentine,Z.Littell (4-20-L) S.Armstrong (1) E.Uceta (3) C.Poche (4) G.Cleavinger (2)
91,91,Jul 9,,NYY,W5-3,9.0,7,3,3,0,4,10,1,0,4.34,38,142,92,2,1,0,0,34,0,0,0,0,0,0,0,5,Adam Hamari,R.Pepiot (5-61-W) K.Kelly (2-H) C.Poche (1-H) J.Adam (4-H) P.Fairbanks (4-Sv)
92,92,Jul 10,,NYY,L1-2,9.0,6,2,1,1,1,8,0,1,4.31,34,133,91,0,0,1,0,31,1,0,0,0,1,0,1,3,Brian Walsh,Z.Eflin (5-68-L) G.Cleavinger (2) M.Rodríguez (51)
93,93,Jul 11,,NYY,W5-4,9.0,8,4,4,0,6,10,2,0,4.30,41,163,97,4,1,0,0,34,1,0,0,0,1,0,0,7,Edwin Moscoso,S.Baz (5-43) K.Kelly (1-W) G.Cleavinger (0-H) J.Adam (1-H) C.Poche (1-H) M.Rodríguez (0-H) P.Fairbanks (1-Sv)
94,94,Jul 12,,CLE,W2-0,9.0,5,0,0,0,2,13,0,0,4.26,33,122,85,0,0,0,0,31,1,0,0,0,0,0,1,3,Dan Merzel,T.Bradley (5-73-W) C.Poche (0-H) J.Adam (0-Sv)
95,95,Jul 13,,CLE,L2-4,9.0,10,4,3,1,2,4,2,1,4.24,41,137,92,0,0,0,0,37,1,0,0,0,0,0,0,4,Stu Scheurwater,Z.Littell (5-55) E.Uceta (5) G.Cleavinger (1-L) S.Armstrong (5)
96,96,Jul 14,,CLE,W2-0,9.0,4,0,0,0,0,6,0,1,4.20,32,120,83,0,0,2,0,31,0,0,0,0,0,1,0,4,Mark Carlson,R.Pepiot (4-72-W) C.Poche (1-H) J.Adam (1-H) P.Fairbanks (2-Sv)
97,97,Jul 19,@,NYY,L1-6,8.0,9,6,5,1,6,8,0,0,4.21,39,146,98,0,0,0,0,32,3,0,0,1,0,1,1,4,Quinn Wolcott,Z.Eflin (8-36-L) S.Armstrong (5) G.Cleavinger (5) M.Rodríguez (7)
98,98,Jul 20,@,NYY,W9-1,9.0,5,1,1,0,2,7,0,1,4.18,33,139,89,0,0,0,0,30,2,1,0,0,0,1,3,3,Manny Gonzalez,T.Bradley (7-78-W) S.Armstrong (0) K.Kelly (8)
99,99,Jul 21,@,NYY,W6-4,9.0,9,4,4,0,6,7,1,0,4.18,40,168,96,2,0,4,0,34,1,0,0,0,0,0,2,7,Edwin Jimenez,S.Baz (9-48) G.Cleavinger (1-W) M.Rodríguez (1-H) C.Poche (6-H) J.Adam (6) E.Uceta (7-H) P.Fairbanks (6-Sv)
100,100,Jul 22,@,NYY,L1-9,8.0,15,9,9,0,3,10,5,0,4.23,40,165,112,2,0,0,1,37,1,0,0,0,0,0,1,3,Junior Valentine,Z.Littell (8-35-L) T.Zuber (99) K.Kelly (1)
