Rk,Gtm,Date,,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,number,Thr,Opp-Starter-GmeSc
46,46,May 17,,NYM,W8-0,41,34,8,13,2,0,1,7,4,0,8,1,0,2,1,1,0,0,.228,.284,.345,.629,9,11,R,C.Scott(34)
47,47,May 18,,NYM,W10-9,43,40,10,13,3,0,2,10,3,0,6,0,0,0,0,1,0,0,.230,.286,.350,.637,6,11,R,L.Severino(42)
48,48,May 19,,NYM,L3-7,37,34,3,8,1,0,2,3,2,0,11,1,0,0,0,0,0,1,.231,.286,.352,.639,7,11,L,S.Manaea(52)
49,49,May 20,,MIL,W3-2,39,30,3,7,0,0,0,3,6,2,4,1,2,0,0,2,4,0,.231,.288,.350,.638,9,11,R,J.Ross(50)
50,50,May 21,,MIL,L5-7,40,35,5,12,1,0,0,5,0,0,7,2,1,2,1,2,0,0,.233,.290,.351,.640,8,12,L,R.Gasser(34)
51,51,May 22,,MIL,W1-0,28,27,1,4,0,0,1,1,1,0,7,0,0,0,0,0,0,1,.232,.288,.349,.637,3,10,R,F.Peralta(71)
52,52,May 24,@,ARI,W3-0,34,32,3,9,1,0,1,3,1,0,5,1,0,0,0,2,0,2,.232,.289,.350,.639,4,10,R,Z.Gallen(53)
53,53,May 25,@,ARI,L2-3,37,36,2,11,4,0,0,2,1,0,8,0,0,0,0,0,0,1,.234,.289,.352,.641,8,11,L,J.Montgomery(49)
54,54,May 26,@,ARI,W3-1,41,37,3,9,1,0,0,2,2,0,10,2,0,0,0,0,0,0,.234,.290,.350,.640,11,11,L,B.Walston(59)
55,55,May 27,@,SDP,L1-2,33,31,1,4,3,0,1,1,2,0,11,0,0,0,0,0,1,0,.232,.288,.349,.638,5,10,R,M.King(63)
56,56,May 28,@,SDP,L0-4,33,33,0,6,1,0,0,0,0,0,11,0,0,0,0,0,0,0,.232,.287,.347,.634,6,9,R,M.Waldron(73)
57,57,May 29,@,SDP,W9-1,46,44,9,16,2,1,1,8,2,0,6,0,0,0,1,0,3,0,.235,.289,.351,.640,10,11,R,Y.Darvish(38)
58,58,May 31,,TEX,W8-2,39,34,8,12,2,0,2,8,4,1,4,0,0,1,1,1,2,1,.237,.291,.355,.646,7,9,R,J.Ureña(36)
59,59,Jun 1,,TEX,L0-7,35,32,0,7,1,0,0,0,3,0,12,0,0,0,0,2,0,0,.236,.291,.353,.644,8,11,R,M.Lorenzen(68)
60,60,Jun 2,,TEX,L0-6,32,32,0,7,0,0,0,0,0,0,11,0,0,0,0,2,0,0,.236,.290,.351,.641,5,11,L,A.Heaney(71)
61,61,Jun 4,,TBR,L5-9,40,39,5,12,1,1,1,5,0,0,12,0,0,1,1,0,0,0,.237,.290,.353,.644,8,10,R,R.Pepiot(56)
62,62,Jun 5,,TBR,L3-5,35,34,3,7,1,0,0,3,0,0,6,1,0,0,0,0,0,0,.237,.289,.351,.641,5,11,R,Z.Eflin(51)
63,63,Jun 7,,CLE,W3-2,34,31,3,7,2,0,2,3,3,0,4,0,0,0,0,0,1,0,.237,.289,.353,.643,7,10,L,L.Allen(56)
64,64,Jun 8,,CLE,L0-8,33,31,0,4,1,0,0,0,2,0,9,0,0,0,0,0,0,0,.235,.288,.351,.638,6,11,R,B.Lively(62)
65,65,Jun 9,,CLE,L3-6,32,32,3,5,2,0,2,3,0,0,9,0,0,0,0,0,0,0,.234,.286,.351,.637,2,12,R,C.Carrasco(51)
66,66,Jun 11,@,NYM,W4-2,36,32,4,6,2,0,0,4,2,0,13,1,0,1,0,0,1,0,.233,.285,.350,.635,5,10,R,T.Megill(48)
67,67,Jun 12,@,NYM,L4-10,37,35,4,9,3,0,0,4,2,0,8,0,0,0,0,1,0,0,.234,.286,.350,.635,6,12,L,D.Peterson(34)
