Rk,Gtm,Date,,Opp,Rslt,IP,H,R,ER,UER,BB,SO,HR,HBP,ERA,BF,Pit,Str,IR,IS,SB,CS,AB,2B,3B,IBB,SH,SF,ROE,GDP,number,Umpire,Pitchers-Used-Rest-GameScore-Dec
66,66,Jun 9,@,CHW,W6-4,10.0,8,4,3,1,4,17,1,0,3.42,43,176,124,2,0,2,0,38,3,0,2,1,0,0,0,7,Ryan Blakney,Z.Kelly (0-57) G.Weissert (1) J.Slaten (6-BSv) B.Bernardino (7) B.Keller (1) K.Jansen (6-W) C.Booser (2-Sv)
67,67,Jun 11,,PHI,L1-4,9.0,7,4,2,2,2,10,2,0,3.39,36,132,96,0,0,1,0,34,1,0,0,0,0,1,1,4,Brennan Miller,K.Crawford (6-55-L) G.Weissert (1) C.Booser (1) C.Anderson (2)
68,68,Jun 12,,PHI,W8-6,9.0,9,6,6,0,7,8,0,0,3.43,43,166,109,1,1,0,0,35,4,1,0,0,1,0,0,6,Derek Thomas,N.Pivetta (6-34) C.Booser (0-W) Z.Kelly (2-H) B.Bernardino (2) J.Slaten (2-H) K.Jansen (2-Sv)
69,69,Jun 13,,PHI,W9-3,9.0,10,3,3,0,1,8,0,1,3.43,38,140,97,0,0,0,0,36,1,0,0,0,0,0,1,2,Alex MacKay,T.Houck (6-49-W) B.Keller (3-Sv)
70,70,Jun 14,,NYY,L1-8,9.0,10,8,7,1,4,11,2,0,3.48,41,171,109,2,1,2,0,37,3,0,0,0,0,1,1,4,Tony Randazzo,B.Bello (5-36-L) C.Booser (1) Z.Kelly (1) C.Anderson (2)
71,71,Jun 15,,NYY,W8-4,9.0,6,4,4,0,6,10,1,0,3.48,40,176,114,3,0,0,0,34,0,0,0,0,0,1,0,5,Alex Tosi,C.Criswell (7-52) J.Slaten (2-W) B.Bernardino (2-H) G.Weissert (3-H) K.Jansen (2-Sv)
72,72,Jun 16,,NYY,W9-3,9.0,6,3,3,0,2,14,2,0,3.48,35,141,95,3,0,0,0,33,0,0,0,0,0,1,1,4,Dan Bellino,K.Crawford (4-62-W) B.Bernardino (0) Z.Kelly (1-H) G.Weissert (0)
73,73,Jun 17,@,TOR,W7-3,9.0,10,3,3,0,2,4,2,0,3.47,37,144,91,2,0,0,1,34,1,0,0,0,1,0,1,3,Emil Jimenez,N.Pivetta (4-50-W) B.Keller (3) K.Jansen (1-Sv)
74,74,Jun 18,@,TOR,W4-3,9.0,7,3,2,1,2,7,0,0,3.45,37,144,102,3,0,1,0,35,3,0,0,0,0,1,0,5,Roberto Ortiz,T.Houck (4-50) Z.Kelly (1-W) B.Bernardino (1-H) J.Slaten (2-H) K.Jansen (0-Sv)
75,75,Jun 19,@,TOR,W7-3,9.0,10,3,3,0,2,10,0,2,3.45,40,125,88,0,0,1,0,36,2,0,0,0,0,0,1,3,Alfonso Márquez,B.Bello (4-54-W) J.Slaten (0-H) C.Martin (19)
76,76,Jun 21,@,CIN,L2-5,8.0,7,5,3,2,4,8,3,1,3.44,36,114,72,4,2,0,0,31,1,0,0,0,0,2,1,3,Cory Blaser,K.Crawford (4-52-L) C.Booser (6) B.Keller (3)
77,77,Jun 22,@,CIN,W4-3,9.0,11,3,3,0,1,8,2,0,3.44,38,167,113,3,0,1,1,37,0,0,0,0,0,0,0,7,Manny Gonzalez,N.Pivetta (4-43) B.Bernardino (3) G.Weissert (5) C.Booser (0) Z.Kelly (3-W) C.Martin (2-H) K.Jansen (3-Sv)
78,78,Jun 23,@,CIN,W7-4,9.0,10,4,4,0,0,8,0,2,3.45,39,159,107,1,0,0,0,37,3,0,0,0,0,0,0,8,Todd Tichenor,Z.Kelly (0-59) B.Bernardino (0-W) G.Weissert (0-H) C.Booser (0-H) B.Keller (1) C.Martin (0-H) J.Slaten (3-H) K.Jansen (0-Sv)
79,79,Jun 24,,TOR,W7-6,9.0,9,6,5,1,1,10,1,1,3.47,37,133,93,1,1,0,1,34,1,0,0,0,0,0,1,4,Paul Clemons,T.Houck (5-60) I.Campbell (73) C.Anderson (9) K.Jansen (0-W)
